,Samp242,Samp354,Samp401,Samp402,Samp404,Samp405,Samp409,Samp416,Samp418,Samp419,Samp421,Samp424,Samp427,Samp435,Samp439,Samp441
Gm14159,0,0,0,2,1,0,3,0,0,2,0,1,0,0,1,0
Gm6325,0,0,0,0,0,0,0,0,1.059,0,0,0,2.128,1.052,2.186,2.186
Gm21998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gm14753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15152,5,0,0,1,0,1,2,1,3,0,1,2,1,0,2,0
Gm15599,1.737,6.258,2.213,0,0,4.663,3.467,1.135,5.338,2.106,5.252,2.663,2.312,2.634,2.26,3.142
Gm13281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm11897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13991,0,0,0,2.257,0,0,2.072,0,0,0,0,1.475,1.964,0,0,0
Gm5898,105.762,120.042,15.63,87.289,24.494,71.969,15.679,75.312,114.65,25.921,97.243,80.365,73.149,73.634,70.264,87.783
Gm11893,0,0,1.033,0,0,1.065,0,0,0,0,0,0,2.109,1.048,0,0
Gm12190,1,0,0,2,0,0,0,1,5,0,2,5.012,2,0,0,2
Anp32b-ps1,1.09,0,2.69,3.423,1.623,4.747,2.205,2.262,3.778,0,3.537,2.238,2.242,3.913,3.408,6.563
5730416F02Rik,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
Gm9005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8662,5.999,2.001,0,1,0,1,0,4.001,3.001,0,1,1.557,2.002,1.001,1,0
Gm8152,8.001,6.001,8,8,12,11.012,10.033,11.001,1,13,5.042,3,16.043,6.973,8,6
Gm14071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dnmt3l-ps1,7,15,2,5,0,2,3,4,12,1,6,7,6,11,1,7
Gm15282,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Xlr5d-ps,0,3.155,0,0,0,0,0,3.259,1.618,0,0,0,0,0,0,0
Gm14335,5.442,0,4.36,3.92,3.239,5.591,1.055,8.487,8.226,1.064,5.392,3.253,3.811,3.307,0,2.145
Gm14901,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm14849,24.762,27.51,25.296,29.933,28.175,21.208,16.012,24.302,21.906,37.771,35.055,29.783,36.961,28.145,12.986,19.44
Gm15539,4.623,8,9.754,2.412,21,15.757,15,8.544,6.535,17.619,2.721,9.394,15.323,11.32,7.222,9
Gm11878,1.203,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226,1.23
Gm12713,2,2,0,2,1,0,0,2,0,2,2,0,1,0,1,1
Gm4789,1,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0
Gm12806,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gm14695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15528,1.013,3.069,1.007,2.05,0,0,0,2.034,7.25,0,5.148,4.11,1.021,1.02,0,0
Gm13590,5,8,1,2,3,2,4,1,2,4,3,2,2,2,5,2
Gm12722,1.047,0,0,0,1.041,0,1.038,0,0,0,1.043,1.029,0,4.258,0,0
Gm12029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15626,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Cyp4a28-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndufs5-ps,4.246,14.486,0,0,7.84,13.76,27.746,4.461,7.907,9.381,0,4.164,0,20.774,0,0
Gm15103,0,0,0,1.014,0,0,0,0,0,0,0,0,0,0,0,0
Gm11420,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Gm15460,1.123,2.076,4.667,4.74,4.278,0,1.129,0,2.318,0,0,2.315,2.383,0,2.455,6.87
Gm13475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7405,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Gm13669,10.245,4.811,0,0,0,7.849,0,1.488,14.042,0,9.01,2.664,0,12.089,0,0
Gm13770,1,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0
Gm11790,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
Olfr1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13038,0,0,0,0,0,0,0,3,0,0,2,1,2,1,2,0
Gm13454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15220,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Gm13444,0,0,0,0,1,2,0,4,1,0,0,1,0,1,0,1
Rap1a-ps2,2,7.815,0,5,0,2,0,3,2,0,2,0,3,3,1,3
Gm7851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm11241,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Prkaca-ps1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Gm12142,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Gm14925,0,0,0,0,1.005,0,0,0,0,0,0,0,0,0,0,0
Gm15847,0,0,2.445,2,1.143,3.196,0.964,1,0,0,0,0,0,0,2,0
Gm13323,20.124,11.6,11.018,10.18,15.929,14.087,24.512,12.758,15.581,23.092,9.22,18.194,20.215,24.045,9.846,9.943
Gm12281,0,0,1.014,0,1,0,0,1,0,1,3,1,0,0,0,0
Gm13735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm11447,2,1,1,0,0,0,0,2,1,1,1,0,0,1,1,0
Rpl17-ps5,0,47.916,10.628,32.973,0,0,0,0,0,14.636,0,0,72.524,0,0,70.16
Gm14580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13624,4.285,0,0,0,0,0,0,0,3.135,0,2.353,1.027,1.097,0,0,2.305
Gm14514,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Olfr650-ps1,2.043,0.794,2.001,3,2,1.114,1.433,0,4,2.992,1,4,1,2.275,1.21,0
Gm11533,0,1.028,0,0,0,0,0,0,0,0,0,0,1.026,0,1.039,1.036
Gm14441,3.003,3,0,0,0,5,1,1.001,3.002,0,7.005,4,3,3.995,1.001,0
Gm12413,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Gm12780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr405-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15484,7.816,5.412,2.103,10.088,1.04,6.956,4.09,2.124,4.352,1.048,0,2.438,5.784,3.67,2.17,2.252
Gm12401,2,0,0,2,0,0,0,0,2,0,1,2,0,0,0,0
Gm12039,0,1,0,0,0,0,0,1,2,1,1,1,4,1.143,0,0
Gm15002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm11488,0,1.289,0,0,0,1.077,0,1.081,1.26,1.077,0,0,0,0,1.092,0
Gm15572,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Gm15197,2,1,0,0,6,5,0,3,3,0,1,7,3,5,2,3
Gm14983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15223,0,2,0,1,0,2,0,6,0,1,5,6,2,4,1,2
Gm12644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13739,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm11933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5385,0,0,1,0,0,0,0,1,2.997,0,0,0,0,0,0,0
Gm14752,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm14294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15574,0,0,0,0,2.267,0,0,0,0,2.539,0,0,0,0,0,1
Gm11821,1.418,0,0,0,0,0,0,0,0,0,1.283,0,0,0,0,0
Gm13231,0,0,0,1.526,0,0,0,2.793,0,0,3.22,1.249,0,0,0,0
Gm6175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gm12097,11.916,30.812,3.235,8.913,12.411,18.067,9.959,26.732,2.159,15.463,7.797,18.196,12.095,9.97,4.362,13.187
Spcs2-ps,2.139,0,0,1.393,0,0,0,2.144,0,0,0,0,2.722,0,1.061,1.057
Gm13188,0,0,1,0,1,0,2,0,1,1,0,0,1,0,1,0
Gm11243,0,0,4,0,4,1,3,2,0,4,0,0,1,2,1,1
Gm14660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8864,2.164,1.204,1.001,1.001,0,1.076,0,2.002,0.862,3.318,1.171,3.138,0,1.232,1.074,1.069
Gm13273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm14212,7,0,1,4,0,0,0,1,0,1,4,3,0,1,3,1
Rpl17-ps10,16.649,20.937,0,0,4.565,60.291,36.418,43.418,25.48,0,24.775,53.655,8.515,8.879,0,5.131
Gm5389,0,0,3,0,1,1,1,0,0,2,0,1,0,1,0,0
Gm15067,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Gm5754,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0
Gm14985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm11387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13419,24.208,35.849,0,16.555,0,13.617,0,20.97,16.721,0,10.177,21.685,14.478,20.246,8.26,17.876
Gm11370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl9-ps1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,2
Gm13731,0,0,0,0,0,0,1.13,0,0,0,0,0,1.101,0,0,0
Olfr1147-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm11341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrps36-ps2,18.426,17.129,0,21.01,0,23.558,14.344,12.136,7.349,26.91,28.438,0,34.054,20.745,54.057,27.753
Vmn1r-ps127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm11803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r-ps109,0,0,3,1,1,2,2,2,0,8,0,0,0,0,1,1
Gm12899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14613,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gm12399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selenot-ps,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Gm12858,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gm9062,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm11191,0,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0
Rpl31-ps22,0,1,0,0,0,0,0,1,1,0,1,0,2,0,1,1
Gm15536,483.006,363.83,103.772,404.045,145.179,338.488,94.624,352.615,508.621,145.333,393.199,549.474,476.022,413.228,264.837,383.768
Gm15105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rps11-ps2,1.01,4.055,3.041,4.321,3.046,3.049,2.038,1.007,1.066,3.915,4.06,7.051,3.051,1.008,5.368,5.069
Gm15211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12331,1.028,0,0,1.994,0,3.108,1.026,0.979,3.013,0,0,4.17,1.027,1.026,1.275,0
Gm14767,0,3,2,0,0,4,4,1,4,0,3,2,5,1,3,1
Gm12193,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gm16186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm11244,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Gm14599,1.594,1.804,0,0,0,2.044,0,0,0,0,0,1.639,0,0,0,1.909
Gm15039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xlr3e-ps,0,1.089,0,0,0,0,0,0,2.036,0,0,0,0,0,0,1.018
Gm11218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9078,0,0,0,1.033,0,2.119,0,1.031,1.044,0,2.088,0,0,0,1.036,1.034
Gm12276,26,26,35,26,49,24,33,35,22,39,27,35,29,26,33,32
Olfr607,136.02,195.699,85.521,179.045,117.274,141.608,76.271,176.978,134.695,147.51,123.244,177.214,180.999,115.964,115.301,142.859
Gm11472,0,3.087,0,3.001,1,1,2,0,1.01,4.003,0,3.56,3.001,2.002,1.041,0
Gm14512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1191-ps1,150.668,216.748,55.444,137.673,57.413,91.545,73.218,143.586,237.756,82.922,100.4,112.336,105.886,137.322,87.737,108.426
Gm14392,0,1.54,0,0,0,0,0,0,2.408,0,0,0,0,0,0,1.023
Gm11600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15352,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gm12178,47.252,44.143,27.36,37.961,18.667,59.896,23.66,50.324,61.193,42.547,49.479,72.831,39.416,42.251,38.07,63.472
Gm12435,8.992,6.326,0,5.372,0,0,0,5.577,8.241,0,0,2.088,5.708,0,2.369,0
Gm13626,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0
Olfr999-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ak3l2-ps,0,0,0,0,0,0,0,0,0,0,1.995,0,0,0,0,0
Gm11594,0,0,0,0.802,0.851,0,1.935,0.904,0.889,4.927,1.919,2.951,0.916,0,1.942,0.944
Gm16480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mageb17-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr383-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm11873,0,0,0,1,0,1,0,1,0,3,0,0,0,0,1,0
Gm11620,8,9,8,18,33,9,16,15,4,17,8,5,15,12,13,10
Gm13900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14017,67.781,51.937,13.167,41.585,20.742,37.49,0,19.121,54.436,0,43.665,38.635,30.332,69.728,53.418,0
Rpl23a-ps2,3.519,6.442,3.001,5,2.556,6,3,4,4.283,9.003,6.45,14.93,6.562,17.15,0,3
Gm16471,1.025,0,0,1.023,0,0,0,0,1.023,0,0,1.023,0,0,0,0
Gm16057,0,2,3,3,0,3,1,3,0,7,1,0,0,0,3,0
Gm14115,0,0,0,0,0,1,0,0,1,1,1.999,0,0,0,0,0
Gm16397,0,0,8.3,15.32,0,22.677,0,11.08,41.541,14.979,0,0,18.706,0,11.72,25.603
Gm13600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm11960,207.112,222.537,131.653,224.208,189.416,180.166,150.563,220.008,211.156,263.775,185.773,200.624,222.288,187.809,115.329,194.182
Gm12482,2.045,6.41,3.143,6.74,2.036,2.135,2.085,0,4.097,2.028,5.114,8.497,2.031,1.021,4.116,5.792
Gm14823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14895,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rps8-ps3,0,2,0,0,0,1,0,0,1,0,0,0,0.99,0,0,1
Gm13702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sult2a-ps2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dnajb3,6,3,17,9,20,19,29,6,5,20,5,2,15,14,19,5
Gng2-ps1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gm14841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13859,3,3,0,6,0,3,0,1,0,0,1,4,5,2,0,2
Gm13408,10.624,7.314,2.161,11.025,3.558,10.1,1.742,1.963,2.106,4.106,4.813,7.252,10.377,16.53,1.985,12.057
Gm8475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm11719,0,2,0,0,0,0,0,0,0,3,1,1,0,1,0,0
Gm7153,10.864,7.642,9.108,5.571,12.372,24.846,8.3,9.824,19.112,16.908,8.864,8.922,14.1,8.696,5.419,21.643
Gm13245,2,2.722,0,2,0,1.566,0,2,13,3,1.859,0,1.863,2.886,1,1.808
Gm13461,2497.626,2587.214,360.98,2343.541,403.814,2925.751,395.601,2022.139,2137.669,384.803,2597.64,2645.524,2007.794,2232.329,1510.167,2799.893
Gm12488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15607,0,2.876,0,0,0,0,0,0,2.022,0,0,0,0,0,0,7.578
Gm6568,4.943,2.394,3.313,2.437,5.97,3.52,2.306,2.382,4.728,8.581,2.351,2.437,3.536,2.353,0,2.392
Gm7189,0,0,0,0,1,1,0,0,0,0,1,1.993,1,0,0,0
Gm13649,2.001,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
Gm15206,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
Gm12390,1,0,0,2,0,0,0,2,0,0,0,0,0,0,2,1
Gm12954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1171-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15043,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Gm5257,1.013,0,0,0,1.013,0,1.008,2.031,3.271,0,3.002,0,3.059,1.014,0,1.012
Gm13216,3.329,2.146,1.054,0,1.056,1.053,0,5.62,4.364,2.14,1.055,2.136,3.244,3.273,0,4.217
Gm11371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pgam1-ps2,429.955,643.07,492.633,557.81,567.678,148.203,813.194,744.81,0,521.148,489.472,241.567,414.81,265.772,631.301,333.394
Gm11229,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gm6322,0,1,0,0,0,0,0,0,0,2.565,0,0,1.052,1,0,0
Gm15231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14991,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Gm12386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14407,9.889,7.499,1,2.729,1.174,3.976,1,11.219,1.051,3.49,6.462,1.26,4.689,8.332,2.001,4.759
Gm11794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5764,1,0,0,2,0,2.052,0,1,2,1,1,0,0,0,1,1
Gm11416,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Gm1826,0,0,0,0,0,1.782,0,0,1.411,0,0,0,1.15,1.149,1.171,1.158
H3f3c,1174.912,963.704,343.674,902.525,311.057,1127.049,381.006,904.147,1315.079,373.409,983.099,946.034,973.434,945.997,707.85,980.437
Gm13081,10,15,0,15,1,6,2,11,5,1,11,8,6,11,5,6
Gm8097,0,0,1,1,0,0,2,0,1,0,1,0,0,2,2,0
Gm12271,1.045,0,0,0,0,0,0,0,0,0,1.043,1.045,2.13,0,1.044,0
Mageb10-ps,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
Rpl17-ps8,215.569,146.99,9.282,201.397,75.18,137.53,8.438,145.448,245.315,32.992,187.087,75.244,18.081,228.361,68.878,51.58
Gm13724,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0
Vmn1r-ps116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15653,3,2.001,0,0,0,2,0,1.013,3.005,0,4.11,3.119,0,0,0,0
Gm12046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12848,0,0,1,0,1,0,2,1,0,2,0,0,0,1,1,0
Snrpert,51.264,64.026,0,68.832,0,99.317,15.834,84.488,72.356,0,75.817,48.904,104.487,129.429,63.242,129.956
Gm11585,142.888,0,0,146.782,0,92.365,0,61.65,51.6,0,124.41,19.113,135.036,0,68.524,21.188
Gm14464,1,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0
Gm12948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm11481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12105,5.014,8.121,4,3,11.971,5.105,6.987,4.948,3,7,3.925,4.004,7.977,2.969,6.954,1.914
Gm16072,1.01,3.038,0,0,1.009,0,0,1.012,0,0,0,0,0,0,1.011,0
Ywhaq-ps2,3,4,0,4,9.001,3,3,5.002,3.001,1,3,1,2.001,6,7,5.002
Gm11220,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Psmb6-ps,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1
Gm13745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15789,12,4,3,8,7,12,5,11,12,4,12,7,9,5,9,7
Gm11923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12726,2.004,0,1.002,1.006,0,0,0,0,2.066,0,2.2,1.002,2.006,1.004,0,4.011
Ftl2-ps,6.108,55.07,11.578,19.157,39.941,63.611,5.161,56.796,29.795,39.691,41.824,121.672,31.235,47.301,18.93,24.923
Gm12993,4,6,9,9,13,6,9,5,3,17,3,8,7,4,10,3
Rpl5-ps2,23.939,18.857,7.663,32.698,10.491,34.645,3.356,27.272,33.019,9.756,43.314,24.073,29.72,24.296,25.922,29.531
Mup-ps14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13904,1.026,0,1.027,0,0,3.11,0,1.027,0,1.023,0,1.022,1.023,1.022,0,1.026
Gm2673,0,0,0,0,0,0,0,0,0,1,0,1.074,0,0,0,0
Gm16242,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
Gm1866,0,2.071,0,2.476,0,2.838,0,0,0,1.814,0,0,2.64,2.883,3.306,8.933
Pramel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15785,3.75,4.825,5.212,4.14,7.384,4.177,2.065,5.319,8.401,6.293,10.558,3.954,4.342,2.506,6.262,5.238
Gm13114,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
Gm12661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8659,0,0,4,1,0,0,2,2,0,0,0,0,1,1,1.002,0
Olfr260-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12098,7,14,4,7,6,4,5,6,3,11,4,6,6,9,2,7
Dnmt3c,9.646,12.567,0,10.17,2.306,10.259,4.621,10.015,6.439,3.866,8.124,8.93,6.372,11.974,5.629,3.4
Gm9246,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
Gm14358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13230,291.383,401.944,3.996,403.834,1.013,351.597,0.756,279.333,381.224,1,402.001,354.571,298.462,339.896,245.474,305.925
Gm14728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Usp17le-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6441,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
Gm12138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.318,0
Gm15753,37.725,90.675,15.696,88.091,3.677,35.584,10.884,64.641,57.589,8.596,64.505,59.861,58.207,41.589,49.794,37.589
Gm12431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16481,0,0,1,0,5,1,3,2,0,6,1,1,1,0,4,1
Gm13922,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gm14665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15928,0,0,1,0,2,3,6,0,0,1,0,1,2,2,1,0
Gm11991,55.063,34.858,24.423,33.02,9.301,39.748,6.183,52.727,56.335,11.102,37.387,42.401,34.066,27.905,28.456,54.681
Gm13505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm15377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12013,61.632,33.876,15.341,36.31,14.826,44.224,12.771,42.835,53.216,9.353,34.61,57.608,52.822,34.818,35.052,54.792
Glns-ps1,0,2.253,5.995,1.28,4.685,4.59,8.454,2.42,2.27,9.687,1.11,1.109,2.403,3.484,3.777,1.098
Slfn14,1,0,0,2,0,1,1,2,0,0,1,0,0,0,2,0
Gm15320,3.593,3.784,2.019,3.301,5.061,0,3.132,3.593,5.799,6.773,5.102,1.42,3.676,5.244,3.565,3.456
Gm15933,0,1,1,0,0,2,0,2,0,3,0,0,3,0,1,1
Mageb16-ps1,0,0,1.193,0,1.002,0,1,0,0,0,0,0,0,0,1,0
Gm16216,47.596,51.178,10.389,27.671,10.323,32.747,2.488,53.456,38.152,17.283,37.05,43.531,27.529,22.267,28.812,34.194
Gm13777,0,2.001,0,1,0,1,1,0,1,0,2,2,0,0,0,1
Rpl19-ps12,7.274,3.052,0,2.086,1.085,2.076,1.013,3.055,1.028,0,4.177,1.029,4.058,1.033,3.047,2.028
Gm11196,0,1.846,0,4.833,0,0,0,3.739,10.309,2.321,0,0,0,2.82,0,0
Gm12479,6,5,0,2,0,1,0,1,1,0,2,2,0,5,2,2
Gm14445,1.243,0,0,2.003,0,0,0,0,3.192,0,2.605,2.184,0,1.202,0,1.615
Gm13915,2,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0
Gm13489,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,1
Gm15490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12188,27,61.968,0,54.82,0,20,0,41.904,13.664,0,29.824,38,36,28,27,38.53
Gm4994,3.176,0,3.116,5.404,4.998,0,6.748,1.731,5.241,8.126,5.328,6.1,9.596,9.624,0,8.755
Gm13862,2,1,0,1,0,0,0,2,0,0,1,1,1,2,2,0
Cyp2j14-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15720,5.333,4.182,15.052,7.275,5.948,6.683,14.503,4.224,8.338,8.354,7.551,8.341,6.342,8.076,4.398,4.767
Gm8199,2,2,0,0,0,3,0,0.958,2,0,3,5,1,1,2.028,0
Gm11809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16149,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
Gm14679,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
