,monocytes,myeloid.dendritic.cells,NK.cells,naive.CD4.T.cells,memory.CD4.T.cells,naive.CD8.T.cells,naive.B.cells,neutrophils
NTSR2,1.0,1.0,1,1.0,1.0,0.0,1.0,1.0
NUAK1,0.0,1.0,2,1.0,1.0,1.0,1.0,1.0
NUAK2,62.0,13.0,5,15.0,1.0,10.0,36.0,5.0
NUB1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0
NUBP1,19.0,16.0,4,5.0,5.0,4.0,15.0,9.0
NUBP2,4.0,10.0,10,14.0,10.0,8.0,8.0,10.0
NUBPL,1.0,2.0,1,2.0,1.0,1.0,1.0,1.0
NUCB1,2.0,3.0,3,3.0,2.0,3.0,2.0,2.0
NUCB2,1.0,1.0,2,6.0,2.0,16.0,1.0,1.0
NUCKS1,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0
NUDC,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
NUDCD1,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0
NUDCD2,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
NUDCD3,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
NUDT1,6.0,18.0,5,4.0,4.0,6.0,5.0,4.0
NUDT10,1.0,1.0,1,1.0,1.0,0.0,1.0,1.0
NUDT11,1.0,1.0,5,0.0,1.0,1.0,0.0,1.0
NUDT12,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
NUDT13,1.0,1.0,0,1.0,0.0,1.0,1.0,1.0
NUDT14,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
NUDT15,22.0,3.0,6,10.0,4.0,6.0,2.0,2.0
NUDT16,1.0,1.0,1,1.0,1.0,0.0,0.0,1.0
NUDT16L1,9.0,5.0,11,20.0,12.0,17.0,8.0,6.0
NUDT16P1,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0
NUDT17,1.0,1.0,1,1.0,1.0,2.0,2.0,1.0
